06-28 13:57:40 INFO Using approximated mean, std
06-28 14:11:12 INFO E: 0 B: 595
06-28 14:11:13 INFO E: 0 B: 596
06-28 14:11:14 INFO E: 0 B: 597
06-28 14:11:16 INFO E: 0 B: 598
06-28 14:11:17 INFO E: 0 B: 599
06-28 14:11:18 INFO E: 0 B: 600
06-28 14:11:19 INFO E: 0 B: 601
06-28 14:11:20 INFO E: 0 B: 602
06-28 14:11:21 INFO E: 0 B: 603
06-28 14:11:22 INFO E: 0 B: 604
06-28 14:11:24 INFO E: 0 B: 605
06-28 14:11:24 INFO E: 0 B: 606
06-28 14:11:26 INFO E: 0 B: 607
06-28 14:11:27 INFO E: 0 B: 608
06-28 14:11:28 INFO E: 0 B: 609
06-28 14:11:29 INFO E: 0 B: 610
06-28 14:11:30 INFO E: 0 B: 611
06-28 14:11:32 INFO E: 0 B: 612
06-28 14:11:33 INFO E: 0 B: 613
06-28 14:11:34 INFO E: 0 B: 614
06-28 14:11:36 INFO E: 0 B: 615
06-28 14:11:37 INFO E: 0 B: 616
06-28 14:11:39 INFO E: 0 B: 617
06-28 14:11:40 INFO E: 0 B: 618
06-28 14:11:41 INFO E: 0 B: 619
06-28 14:11:43 INFO E: 0 B: 620
06-28 14:11:44 INFO E: 0 B: 621
06-28 14:11:45 INFO E: 0 B: 622
06-28 14:11:46 INFO E: 0 B: 623
06-28 14:11:47 INFO E: 0 B: 624
06-28 14:11:48 INFO E: 0 B: 625
06-28 14:11:48 INFO E: 0 B: 626
06-28 14:11:49 INFO E: 0 B: 627
06-28 14:11:51 INFO E: 0 B: 628
06-28 14:11:52 INFO E: 0 B: 629
06-28 14:11:53 INFO E: 0 B: 630
06-28 14:11:55 INFO E: 0 B: 631
06-28 14:11:56 INFO E: 0 B: 632
06-28 14:11:57 INFO E: 0 B: 633
06-28 14:11:58 INFO E: 0 B: 634
06-28 14:12:00 INFO E: 0 B: 635
06-28 14:12:01 INFO E: 0 B: 636
06-28 14:12:02 INFO E: 0 B: 637
06-28 14:12:03 INFO E: 0 B: 638
06-28 14:12:04 INFO E: 0 B: 639
06-28 14:12:05 INFO E: 0 B: 640
06-28 14:12:06 INFO E: 0 B: 641
06-28 14:12:07 INFO E: 0 B: 642
06-28 14:12:08 INFO E: 0 B: 643
06-28 14:12:09 INFO E: 0 B: 644
06-28 14:12:09 INFO E: 0 B: 645
06-28 14:12:10 INFO E: 0 B: 646
06-28 14:12:12 INFO E: 0 B: 647
06-28 14:12:13 INFO E: 0 B: 648
06-28 14:12:14 INFO E: 0 B: 649
06-28 14:12:16 INFO E: 0 B: 650
06-28 14:12:17 INFO E: 0 B: 651
06-28 14:12:18 INFO E: 0 B: 652
06-28 14:12:18 INFO E: 0 B: 653
06-28 14:12:19 INFO E: 0 B: 654
06-28 14:12:20 INFO E: 0 B: 655
06-28 14:12:21 INFO E: 0 B: 656
06-28 14:12:22 INFO E: 0 B: 657
06-28 14:12:23 INFO E: 0 B: 658
06-28 14:12:24 INFO E: 0 B: 659
06-28 14:12:25 INFO E: 0 B: 660
06-28 14:12:26 INFO E: 0 B: 661
06-28 14:12:28 INFO E: 0 B: 662
06-28 14:12:29 INFO E: 0 B: 663
06-28 14:12:30 INFO E: 0 B: 664
06-28 14:12:31 INFO E: 0 B: 665
06-28 14:12:32 INFO E: 0 B: 666
06-28 14:12:33 INFO E: 0 B: 667
06-28 14:12:35 INFO E: 0 B: 668
06-28 14:12:36 INFO E: 0 B: 669
06-28 14:12:36 INFO E: 0 B: 670
06-28 14:12:38 INFO E: 0 B: 671
06-28 14:12:39 INFO E: 0 B: 672
06-28 14:12:41 INFO E: 0 B: 673
06-28 14:12:42 INFO E: 0 B: 674
06-28 14:12:43 INFO E: 0 B: 675
06-28 14:12:44 INFO E: 0 B: 676
06-28 14:12:46 INFO E: 0 B: 677
06-28 14:12:47 INFO E: 0 B: 678
06-28 14:12:48 INFO E: 0 B: 679
06-28 14:12:48 INFO E: 0 B: 680
06-28 14:12:50 INFO E: 0 B: 681
06-28 14:12:51 INFO E: 0 B: 682
06-28 14:12:52 INFO E: 0 B: 683
06-28 14:12:53 INFO E: 0 B: 684
06-28 14:12:54 INFO E: 0 B: 685
06-28 14:12:55 INFO E: 0 B: 686
06-28 14:12:56 INFO E: 0 B: 687
06-28 14:12:57 INFO E: 0 B: 688
06-28 14:12:59 INFO E: 0 B: 689
06-28 14:13:00 INFO E: 0 B: 690
06-28 14:13:01 INFO E: 0 B: 691
06-28 14:13:02 INFO E: 0 B: 692
06-28 14:13:03 INFO E: 0 B: 693
06-28 14:13:05 INFO E: 0 B: 694
06-28 14:13:06 INFO E: 0 B: 695
06-28 14:13:07 INFO E: 0 B: 696
06-28 14:13:08 INFO E: 0 B: 697
06-28 14:13:09 INFO E: 0 B: 698
06-28 14:13:10 INFO E: 0 B: 699
06-28 14:13:11 INFO E: 0 B: 700
06-28 14:13:12 INFO E: 0 B: 701
06-28 14:13:13 INFO E: 0 B: 702
06-28 14:13:14 INFO E: 0 B: 703
06-28 14:13:15 INFO E: 0 B: 704
06-28 14:13:16 INFO E: 0 B: 705
06-28 14:13:17 INFO E: 0 B: 706
06-28 14:13:18 INFO E: 0 B: 707
06-28 14:13:19 INFO E: 0 B: 708
06-28 14:13:20 INFO E: 0 B: 709
06-28 14:13:21 INFO E: 0 B: 710
06-28 14:13:22 INFO E: 0 B: 711
06-28 14:13:23 INFO E: 0 B: 712
06-28 14:13:24 INFO E: 0 B: 713
06-28 14:13:24 INFO E: 0 B: 714
06-28 14:13:26 INFO E: 0 B: 715
06-28 14:13:27 INFO E: 0 B: 716
06-28 14:13:28 INFO E: 0 B: 717
06-28 14:13:29 INFO E: 0 B: 718
06-28 14:13:30 INFO E: 0 B: 719
06-28 14:13:31 INFO E: 0 B: 720
06-28 14:13:32 INFO E: 0 B: 721
06-28 14:13:33 INFO E: 0 B: 722
06-28 14:13:34 INFO E: 0 B: 723
06-28 14:13:35 INFO E: 0 B: 724
06-28 14:13:36 INFO E: 0 B: 725
06-28 14:13:37 INFO E: 0 B: 726
06-28 14:13:38 INFO E: 0 B: 727
06-28 14:13:39 INFO E: 0 B: 728
06-28 14:13:40 INFO E: 0 B: 729
06-28 14:13:41 INFO E: 0 B: 730
06-28 14:13:42 INFO E: 0 B: 731
06-28 14:13:43 INFO E: 0 B: 732
06-28 14:13:45 INFO E: 0 B: 733
06-28 14:13:46 INFO E: 0 B: 734
06-28 14:13:47 INFO E: 0 B: 735
06-28 14:13:48 INFO E: 0 B: 736
06-28 14:13:49 INFO E: 0 B: 737
06-28 14:13:50 INFO E: 0 B: 738
06-28 14:13:51 INFO E: 0 B: 739
06-28 14:13:52 INFO E: 0 B: 740
06-28 14:13:54 INFO E: 0 B: 741
06-28 14:13:54 INFO E: 0 B: 742
06-28 14:13:55 INFO E: 0 B: 743
06-28 14:13:57 INFO E: 0 B: 744
06-28 14:13:58 INFO E: 0 B: 745
06-28 14:13:59 INFO E: 0 B: 746
06-28 14:14:00 INFO E: 0 B: 747
06-28 14:14:01 INFO E: 0 B: 748
06-28 14:14:03 INFO E: 0 B: 749
06-28 14:14:04 INFO E: 0 B: 750
06-28 14:14:05 INFO E: 0 B: 751
06-28 14:14:06 INFO E: 0 B: 752
06-28 14:14:06 INFO E: 0 B: 753
06-28 14:14:08 INFO E: 0 B: 754
06-28 14:14:09 INFO E: 0 B: 755
06-28 14:14:10 INFO E: 0 B: 756
06-28 14:14:11 INFO E: 0 B: 757
06-28 14:14:12 INFO E: 0 B: 758
06-28 14:14:13 INFO E: 0 B: 759
06-28 14:14:13 INFO E: 0 B: 760
06-28 14:14:14 INFO E: 0 B: 761
06-28 14:14:16 INFO E: 0 B: 762
06-28 14:14:17 INFO E: 0 B: 763
06-28 14:14:18 INFO E: 0 B: 764
06-28 14:14:19 INFO E: 0 B: 765
06-28 14:14:20 INFO E: 0 B: 766
06-28 14:14:21 INFO E: 0 B: 767
06-28 14:14:22 INFO E: 0 B: 768
06-28 14:14:23 INFO E: 0 B: 769
06-28 14:14:24 INFO E: 0 B: 770
06-28 14:14:25 INFO E: 0 B: 771
06-28 14:14:26 INFO E: 0 B: 772
06-28 14:14:27 INFO E: 0 B: 773
06-28 14:14:28 INFO E: 0 B: 774
06-28 14:14:30 INFO E: 0 B: 775
06-28 14:14:31 INFO E: 0 B: 776
06-28 14:14:32 INFO E: 0 B: 777
06-28 14:14:33 INFO E: 0 B: 778
06-28 14:14:35 INFO E: 0 B: 779
06-28 14:14:36 INFO E: 0 B: 780
06-28 14:14:37 INFO E: 0 B: 781
06-28 14:14:38 INFO E: 0 B: 782
06-28 14:14:39 INFO E: 0 B: 783
06-28 14:14:40 INFO E: 0 B: 784
06-28 14:14:41 INFO E: 0 B: 785
06-28 14:14:42 INFO E: 0 B: 786
06-28 14:14:44 INFO E: 0 B: 787
06-28 14:14:45 INFO E: 0 B: 788
06-28 14:14:46 INFO E: 0 B: 789
06-28 14:14:47 INFO E: 0 B: 790
06-28 14:14:48 INFO E: 0 B: 791
06-28 14:14:49 INFO E: 0 B: 792
06-28 14:14:51 INFO E: 0 B: 793
06-28 14:14:52 INFO E: 0 B: 794
06-28 14:14:53 INFO E: 0 B: 795
06-28 14:14:54 INFO E: 0 B: 796
06-28 14:14:55 INFO E: 0 B: 797
06-28 14:14:56 INFO E: 0 B: 798
06-28 14:14:57 INFO E: 0 B: 799
06-28 14:14:58 INFO E: 0 B: 800
06-28 14:14:59 INFO E: 0 B: 801
06-28 14:15:01 INFO E: 0 B: 802
06-28 14:15:01 INFO E: 0 B: 803
06-28 14:15:03 INFO E: 0 B: 804
06-28 14:15:04 INFO E: 0 B: 805
06-28 14:15:05 INFO E: 0 B: 806
06-28 14:15:06 INFO E: 0 B: 807
06-28 14:15:08 INFO E: 0 B: 808
06-28 14:15:08 INFO E: 0 B: 809
06-28 14:15:10 INFO E: 0 B: 810
06-28 14:15:11 INFO E: 0 B: 811
06-28 14:15:12 INFO E: 0 B: 812
06-28 14:15:13 INFO E: 0 B: 813
06-28 14:15:14 INFO E: 0 B: 814
06-28 14:15:15 INFO E: 0 B: 815
06-28 14:15:16 INFO E: 0 B: 816
06-28 14:15:18 INFO E: 0 B: 817
06-28 14:15:19 INFO E: 0 B: 818
06-28 14:15:20 INFO E: 0 B: 819
06-28 14:15:21 INFO E: 0 B: 820
06-28 14:15:22 INFO E: 0 B: 821
06-28 14:15:23 INFO E: 0 B: 822
06-28 14:15:25 INFO E: 0 B: 823
06-28 14:15:26 INFO E: 0 B: 824
06-28 14:15:27 INFO E: 0 B: 825
06-28 14:15:28 INFO E: 0 B: 826
06-28 14:15:28 INFO E: 0 B: 827
06-28 14:15:29 INFO E: 0 B: 828
06-28 14:15:30 INFO E: 0 B: 829
06-28 14:15:31 INFO E: 0 B: 830
06-28 14:15:33 INFO E: 0 B: 831
06-28 14:15:34 INFO E: 0 B: 832
06-28 14:15:34 INFO E: 0 B: 833
06-28 14:15:35 INFO E: 0 B: 834
06-28 14:15:36 INFO E: 0 B: 835
06-28 14:15:37 INFO E: 0 B: 836
06-28 14:15:38 INFO E: 0 B: 837
06-28 14:15:39 INFO E: 0 B: 838
06-28 14:15:40 INFO E: 0 B: 839
06-28 14:15:41 INFO E: 0 B: 840
06-28 14:15:42 INFO E: 0 B: 841
06-28 14:15:43 INFO E: 0 B: 842
06-28 14:15:43 INFO E: 0 B: 843
06-28 14:15:44 INFO E: 0 B: 844
06-28 14:15:45 INFO E: 0 B: 845
06-28 14:15:46 INFO E: 0 B: 846
06-28 14:15:47 INFO E: 0 B: 847
06-28 14:15:48 INFO E: 0 B: 848
06-28 14:15:49 INFO E: 0 B: 849
06-28 14:15:50 INFO E: 0 B: 850
06-28 14:15:51 INFO E: 0 B: 851
06-28 14:15:52 INFO E: 0 B: 852
06-28 14:15:53 INFO E: 0 B: 853
06-28 14:15:54 INFO E: 0 B: 854
06-28 14:15:55 INFO E: 0 B: 855
06-28 14:15:56 INFO E: 0 B: 856
06-28 14:15:57 INFO E: 0 B: 857
06-28 14:15:58 INFO E: 0 B: 858
06-28 14:15:59 INFO E: 0 B: 859
06-28 14:16:00 INFO E: 0 B: 860
06-28 14:16:01 INFO E: 0 B: 861
06-28 14:16:02 INFO E: 0 B: 862
06-28 14:16:03 INFO E: 0 B: 863
06-28 14:16:04 INFO E: 0 B: 864
06-28 14:16:05 INFO E: 0 B: 865
06-28 14:16:06 INFO E: 0 B: 866
06-28 14:16:07 INFO E: 0 B: 867
06-28 14:16:08 INFO E: 0 B: 868
06-28 14:16:09 INFO E: 0 B: 869
06-28 14:16:10 INFO E: 0 B: 870
06-28 14:16:12 INFO E: 0 B: 871
06-28 14:16:13 INFO E: 0 B: 872
06-28 14:16:14 INFO E: 0 B: 873
06-28 14:16:15 INFO E: 0 B: 874
06-28 14:16:16 INFO E: 0 B: 875
06-28 14:16:17 INFO E: 0 B: 876
06-28 14:16:19 INFO E: 0 B: 877
06-28 14:16:20 INFO E: 0 B: 878
06-28 14:16:21 INFO E: 0 B: 879
06-28 14:16:22 INFO E: 0 B: 880
06-28 14:16:23 INFO E: 0 B: 881
06-28 14:16:24 INFO E: 0 B: 882
06-28 14:16:25 INFO E: 0 B: 883
06-28 14:16:26 INFO E: 0 B: 884
06-28 14:16:27 INFO E: 0 B: 885
06-28 14:16:28 INFO E: 0 B: 886
06-28 14:16:29 INFO E: 0 B: 887
06-28 14:16:30 INFO E: 0 B: 888
06-28 14:16:31 INFO E: 0 B: 889
06-28 14:16:32 INFO E: 0 B: 890
06-28 14:16:34 INFO E: 0 B: 891
06-28 14:16:35 INFO E: 0 B: 892
06-28 14:16:36 INFO E: 0 B: 893
06-28 14:16:38 INFO E: 0 B: 894
06-28 14:16:39 INFO E: 0 B: 895
06-28 14:16:39 INFO E: 0 B: 896
06-28 14:16:40 INFO E: 0 B: 897
06-28 14:16:41 INFO E: 0 B: 898
06-28 14:16:43 INFO E: 0 B: 899
06-28 14:16:44 INFO E: 0 B: 900
06-28 14:16:45 INFO E: 0 B: 901
06-28 14:16:46 INFO E: 0 B: 902
06-28 14:16:47 INFO E: 0 B: 903
06-28 14:16:48 INFO E: 0 B: 904
06-28 14:16:50 INFO E: 0 B: 905
06-28 14:16:51 INFO E: 0 B: 906
06-28 14:16:52 INFO E: 0 B: 907
06-28 14:16:53 INFO E: 0 B: 908
06-28 14:16:54 INFO E: 0 B: 909
06-28 14:16:55 INFO E: 0 B: 910
06-28 14:16:57 INFO E: 0 B: 911
06-28 14:16:58 INFO E: 0 B: 912
06-28 14:16:59 INFO E: 0 B: 913
06-28 14:17:00 INFO E: 0 B: 914
06-28 14:17:01 INFO E: 0 B: 915
06-28 14:17:02 INFO E: 0 B: 916
06-28 14:17:03 INFO E: 0 B: 917
06-28 14:17:04 INFO E: 0 B: 918
06-28 14:17:05 INFO E: 0 B: 919
06-28 14:17:06 INFO E: 0 B: 920
06-28 14:17:07 INFO E: 0 B: 921
06-28 14:17:08 INFO E: 0 B: 922
06-28 14:17:09 INFO E: 0 B: 923
06-28 14:17:11 INFO E: 0 B: 924
06-28 14:17:11 INFO E: 0 B: 925
06-28 14:17:13 INFO E: 0 B: 926
06-28 14:17:14 INFO E: 0 B: 927
06-28 14:17:15 INFO E: 0 B: 928
06-28 14:17:17 INFO E: 0 B: 929
06-28 14:17:19 INFO E: 0 B: 930
06-28 14:17:20 INFO E: 0 B: 931
06-28 14:17:21 INFO E: 0 B: 932
06-28 14:17:22 INFO E: 0 B: 933
06-28 14:17:23 INFO E: 0 B: 934
06-28 14:17:25 INFO E: 0 B: 935
06-28 14:17:26 INFO E: 0 B: 936
06-28 14:17:27 INFO E: 0 B: 937
06-28 14:17:28 INFO E: 0 B: 938
06-28 14:17:30 INFO E: 0 B: 939
06-28 14:17:31 INFO E: 0 B: 940
06-28 14:17:32 INFO E: 0 B: 941
06-28 14:17:33 INFO E: 0 B: 942
06-28 14:17:34 INFO E: 0 B: 943
06-28 14:17:35 INFO E: 0 B: 944
06-28 14:17:37 INFO E: 0 B: 945
06-28 14:17:38 INFO E: 0 B: 946
06-28 14:17:39 INFO E: 0 B: 947
06-28 14:17:41 INFO E: 0 B: 948
06-28 14:17:42 INFO E: 0 B: 949
06-28 14:17:43 INFO E: 0 B: 950
06-28 14:17:44 INFO E: 0 B: 951
06-28 14:17:45 INFO E: 0 B: 952
06-28 14:17:46 INFO E: 0 B: 953
06-28 14:17:48 INFO E: 0 B: 954
06-28 14:17:48 INFO E: 0 B: 955
06-28 14:17:50 INFO E: 0 B: 956
06-28 14:17:51 INFO E: 0 B: 957
06-28 14:17:52 INFO E: 0 B: 958
06-28 14:17:53 INFO E: 0 B: 959
06-28 14:17:55 INFO E: 0 B: 960
06-28 14:17:56 INFO E: 0 B: 961
06-28 14:17:57 INFO E: 0 B: 962
06-28 14:17:58 INFO E: 0 B: 963
06-28 14:17:59 INFO E: 0 B: 964
06-28 14:18:00 INFO E: 0 B: 965
06-28 14:18:01 INFO E: 0 B: 966
06-28 14:18:03 INFO E: 0 B: 967
06-28 14:18:04 INFO E: 0 B: 968
06-28 14:18:05 INFO E: 0 B: 969
06-28 14:18:06 INFO E: 0 B: 970
06-28 14:18:07 INFO E: 0 B: 971
06-28 14:18:08 INFO E: 0 B: 972
06-28 14:18:10 INFO E: 0 B: 973
06-28 14:18:11 INFO E: 0 B: 974
06-28 14:18:12 INFO E: 0 B: 975
06-28 14:18:13 INFO E: 0 B: 976
06-28 14:18:14 INFO E: 0 B: 977
06-28 14:18:15 INFO E: 0 B: 978
06-28 14:18:16 INFO E: 0 B: 979
06-28 14:18:17 INFO E: 0 B: 980
06-28 14:18:18 INFO E: 0 B: 981
06-28 14:18:19 INFO E: 0 B: 982
06-28 14:18:21 INFO E: 0 B: 983
06-28 14:18:22 INFO E: 0 B: 984
06-28 14:18:23 INFO E: 0 B: 985
06-28 14:18:23 INFO E: 0 B: 986
06-28 14:18:24 INFO E: 0 B: 987
06-28 14:18:25 INFO E: 0 B: 988
06-28 14:18:26 INFO E: 0 B: 989
06-28 14:18:27 INFO E: 0 B: 990
06-28 14:18:28 INFO E: 0 B: 991
06-28 14:18:28 INFO E: 0 B: 992
06-28 14:18:30 INFO E: 0 B: 993
06-28 14:18:31 INFO E: 0 B: 994
06-28 14:18:32 INFO E: 0 B: 995
06-28 14:18:33 INFO E: 0 B: 996
06-28 14:18:34 INFO E: 0 B: 997
06-28 14:18:35 INFO E: 0 B: 998
06-28 14:18:36 INFO E: 0 B: 999
06-28 14:18:37 INFO E: 0 B: 1000
06-28 14:18:38 INFO E: 0 B: 1001
06-28 14:18:39 INFO E: 0 B: 1002
06-28 14:18:40 INFO E: 0 B: 1003
06-28 14:18:41 INFO E: 0 B: 1004
06-28 14:18:42 INFO E: 0 B: 1005
06-28 14:18:43 INFO E: 0 B: 1006
06-28 14:18:44 INFO E: 0 B: 1007
06-28 14:18:45 INFO E: 0 B: 1008
06-28 14:18:46 INFO E: 0 B: 1009
06-28 14:18:48 INFO E: 0 B: 1010
06-28 14:18:48 INFO E: 0 B: 1011
06-28 14:18:49 INFO E: 0 B: 1012
06-28 14:18:50 INFO E: 0 B: 1013
06-28 14:18:51 INFO E: 0 B: 1014
06-28 14:18:53 INFO E: 0 B: 1015
06-28 14:18:54 INFO E: 0 B: 1016
06-28 14:18:56 INFO E: 0 B: 1017
06-28 14:18:57 INFO E: 0 B: 1018
06-28 14:18:58 INFO E: 0 B: 1019
06-28 14:18:59 INFO E: 0 B: 1020
06-28 14:19:00 INFO E: 0 B: 1021
06-28 14:19:01 INFO E: 0 B: 1022
06-28 14:19:02 INFO E: 0 B: 1023
06-28 14:19:03 INFO E: 0 B: 1024
06-28 14:19:04 INFO E: 0 B: 1025
06-28 14:19:05 INFO E: 0 B: 1026
06-28 14:19:06 INFO E: 0 B: 1027
06-28 14:19:07 INFO E: 0 B: 1028
06-28 14:19:08 INFO E: 0 B: 1029
06-28 14:19:09 INFO E: 0 B: 1030
06-28 14:19:10 INFO E: 0 B: 1031
06-28 14:19:11 INFO E: 0 B: 1032
06-28 14:19:13 INFO E: 0 B: 1033
06-28 14:19:14 INFO E: 0 B: 1034
06-28 14:19:15 INFO E: 0 B: 1035
06-28 14:19:16 INFO E: 0 B: 1036
06-28 14:19:17 INFO E: 0 B: 1037
06-28 14:19:18 INFO E: 0 B: 1038
06-28 14:19:20 INFO E: 0 B: 1039
06-28 14:19:20 INFO E: 0 B: 1040
06-28 14:19:21 INFO E: 0 B: 1041
06-28 14:19:22 INFO E: 0 B: 1042
06-28 14:19:23 INFO E: 0 B: 1043
06-28 14:19:24 INFO E: 0 B: 1044
06-28 14:19:25 INFO E: 0 B: 1045
06-28 14:19:26 INFO E: 0 B: 1046
06-28 14:19:27 INFO E: 0 B: 1047
06-28 14:19:28 INFO E: 0 B: 1048
06-28 14:19:29 INFO E: 0 B: 1049
06-28 14:19:31 INFO E: 0 B: 1050
06-28 14:19:32 INFO E: 0 B: 1051
06-28 14:19:33 INFO E: 0 B: 1052
06-28 14:19:34 INFO E: 0 B: 1053
06-28 14:19:35 INFO E: 0 B: 1054
06-28 14:19:36 INFO E: 0 B: 1055
06-28 14:19:37 INFO E: 0 B: 1056
06-28 14:19:38 INFO E: 0 B: 1057
06-28 14:19:39 INFO E: 0 B: 1058
06-28 14:19:40 INFO E: 0 B: 1059
06-28 14:19:42 INFO E: 0 B: 1060
06-28 14:19:43 INFO E: 0 B: 1061
06-28 14:19:44 INFO E: 0 B: 1062
06-28 14:19:45 INFO E: 0 B: 1063
06-28 14:19:47 INFO E: 0 B: 1064
06-28 14:19:48 INFO E: 0 B: 1065
06-28 14:19:49 INFO E: 0 B: 1066
06-28 14:19:50 INFO E: 0 B: 1067
06-28 14:19:51 INFO E: 0 B: 1068
06-28 14:19:52 INFO E: 0 B: 1069
06-28 14:19:53 INFO E: 0 B: 1070
06-28 14:19:54 INFO E: 0 B: 1071
06-28 14:19:55 INFO E: 0 B: 1072
06-28 14:19:56 INFO E: 0 B: 1073
06-28 14:19:58 INFO E: 0 B: 1074
06-28 14:19:59 INFO E: 0 B: 1075
06-28 14:20:00 INFO E: 0 B: 1076
06-28 14:20:01 INFO E: 0 B: 1077
06-28 14:20:02 INFO E: 0 B: 1078
06-28 14:20:03 INFO E: 0 B: 1079
06-28 14:20:04 INFO E: 0 B: 1080
06-28 14:20:05 INFO E: 0 B: 1081
06-28 14:20:06 INFO E: 0 B: 1082
06-28 14:20:07 INFO E: 0 B: 1083
06-28 14:20:08 INFO E: 0 B: 1084
06-28 14:20:09 INFO E: 0 B: 1085
06-28 14:20:10 INFO E: 0 B: 1086
06-28 14:20:11 INFO E: 0 B: 1087
06-28 14:20:12 INFO E: 0 B: 1088
06-28 14:20:14 INFO E: 0 B: 1089
06-28 14:20:15 INFO E: 0 B: 1090
06-28 14:20:16 INFO E: 0 B: 1091
06-28 14:20:17 INFO E: 0 B: 1092
06-28 14:20:18 INFO E: 0 B: 1093
06-28 14:20:19 INFO E: 0 B: 1094
06-28 14:20:20 INFO E: 0 B: 1095
06-28 14:20:22 INFO E: 0 B: 1096
06-28 14:20:23 INFO E: 0 B: 1097
06-28 14:20:24 INFO E: 0 B: 1098
06-28 14:20:25 INFO E: 0 B: 1099
06-28 14:20:26 INFO E: 0 B: 1100
06-28 14:20:27 INFO E: 0 B: 1101
06-28 14:20:29 INFO E: 0 B: 1102
06-28 14:20:30 INFO E: 0 B: 1103
06-28 14:20:31 INFO E: 0 B: 1104
06-28 14:20:32 INFO E: 0 B: 1105
06-28 14:20:34 INFO E: 0 B: 1106
06-28 14:20:35 INFO E: 0 B: 1107
06-28 14:20:36 INFO E: 0 B: 1108
06-28 14:20:36 INFO E: 0 B: 1109
06-28 14:20:37 INFO E: 0 B: 1110
06-28 14:20:38 INFO E: 0 B: 1111
06-28 14:20:39 INFO E: 0 B: 1112
06-28 14:20:41 INFO E: 0 B: 1113
06-28 14:20:42 INFO E: 0 B: 1114
06-28 14:20:42 INFO E: 0 B: 1115
06-28 14:20:43 INFO E: 0 B: 1116
06-28 14:20:45 INFO E: 0 B: 1117
06-28 14:20:46 INFO E: 0 B: 1118
06-28 14:20:47 INFO E: 0 B: 1119
06-28 14:20:48 INFO E: 0 B: 1120
06-28 14:20:49 INFO E: 0 B: 1121
06-28 14:20:50 INFO E: 0 B: 1122
06-28 14:20:51 INFO E: 0 B: 1123
06-28 14:20:52 INFO E: 0 B: 1124
06-28 14:20:53 INFO E: 0 B: 1125
06-28 14:20:54 INFO E: 0 B: 1126
06-28 14:20:55 INFO E: 0 B: 1127
06-28 14:20:56 INFO E: 0 B: 1128
06-28 14:20:57 INFO E: 0 B: 1129
06-28 14:20:58 INFO E: 0 B: 1130
06-28 14:20:59 INFO E: 0 B: 1131
06-28 14:21:00 INFO E: 0 B: 1132
06-28 14:21:01 INFO E: 0 B: 1133
06-28 14:21:02 INFO E: 0 B: 1134
06-28 14:21:03 INFO E: 0 B: 1135
06-28 14:21:05 INFO E: 0 B: 1136
06-28 14:21:06 INFO E: 0 B: 1137
06-28 14:21:07 INFO E: 0 B: 1138
06-28 14:21:08 INFO E: 0 B: 1139
06-28 14:21:09 INFO E: 0 B: 1140
06-28 14:21:10 INFO E: 0 B: 1141
06-28 14:21:11 INFO E: 0 B: 1142
06-28 14:21:12 INFO E: 0 B: 1143
06-28 14:21:13 INFO E: 0 B: 1144
06-28 14:21:15 INFO E: 0 B: 1145
06-28 14:21:16 INFO E: 0 B: 1146
06-28 14:21:17 INFO E: 0 B: 1147
06-28 14:21:18 INFO E: 0 B: 1148
06-28 14:21:19 INFO E: 0 B: 1149
06-28 14:21:20 INFO E: 0 B: 1150
06-28 14:21:22 INFO E: 0 B: 1151
06-28 14:21:22 INFO E: 0 B: 1152
06-28 14:21:24 INFO E: 0 B: 1153
06-28 14:21:25 INFO E: 0 B: 1154
06-28 14:21:26 INFO E: 0 B: 1155
06-28 14:21:28 INFO E: 0 B: 1156
06-28 14:21:29 INFO E: 0 B: 1157
06-28 14:21:30 INFO E: 0 B: 1158
06-28 14:21:31 INFO E: 0 B: 1159
06-28 14:21:31 INFO E: 0 B: 1160
06-28 14:21:33 INFO E: 0 B: 1161
06-28 14:21:34 INFO E: 0 B: 1162
06-28 14:21:35 INFO E: 0 B: 1163
06-28 14:21:36 INFO E: 0 B: 1164
06-28 14:21:37 INFO E: 0 B: 1165
06-28 14:21:38 INFO E: 0 B: 1166
06-28 14:21:39 INFO E: 0 B: 1167
06-28 14:21:40 INFO E: 0 B: 1168
06-28 14:21:42 INFO E: 0 B: 1169
06-28 14:21:43 INFO E: 0 B: 1170
06-28 14:21:44 INFO E: 0 B: 1171
06-28 14:21:45 INFO E: 0 B: 1172
06-28 14:21:45 INFO E: 0 B: 1173
06-28 14:21:46 INFO E: 0 B: 1174
06-28 14:21:47 INFO E: 0 B: 1175
06-28 14:21:49 INFO E: 0 B: 1176
06-28 14:21:50 INFO E: 0 B: 1177
06-28 14:21:51 INFO E: 0 B: 1178
06-28 14:21:52 INFO E: 0 B: 1179
06-28 14:21:54 INFO E: 0 B: 1180
06-28 14:21:54 INFO E: 0 B: 1181
06-28 14:21:56 INFO E: 0 B: 1182
06-28 14:21:57 INFO E: 0 B: 1183
06-28 14:21:58 INFO E: 0 B: 1184
06-28 14:22:00 INFO E: 0 B: 1185
06-28 14:22:01 INFO E: 0 B: 1186
06-28 14:22:02 INFO E: 0 B: 1187
06-28 14:22:03 INFO E: 0 B: 1188
06-28 14:22:04 INFO E: 0 B: 1189
06-28 14:22:05 INFO E: 0 B: 1190
06-28 14:22:06 INFO E: 0 B: 1191
06-28 14:22:08 INFO E: 0 B: 1192
06-28 14:22:09 INFO E: 0 B: 1193
