06-17 15:20:56 INFO Whole dataset size: 192556
06-17 18:11:33 INFO E: 10 B: 796
06-17 18:11:33 INFO E: 10 B: 797
06-17 18:11:34 INFO E: 10 B: 798
06-17 18:11:34 INFO E: 10 B: 799
06-17 18:11:35 INFO E: 10 B: 800
06-17 18:11:36 INFO E: 10 B: 801
06-17 18:11:36 INFO E: 10 B: 802
06-17 18:11:37 INFO E: 10 B: 803
06-17 18:11:37 INFO E: 10 B: 804
06-17 18:11:38 INFO E: 10 B: 805
06-17 18:11:38 INFO E: 10 B: 806
06-17 18:11:39 INFO E: 10 B: 807
06-17 18:11:40 INFO E: 10 B: 808
06-17 18:11:40 INFO E: 10 B: 809
06-17 18:11:41 INFO E: 10 B: 810
06-17 18:11:41 INFO E: 10 B: 811
06-17 18:11:42 INFO E: 10 B: 812
06-17 18:11:42 INFO E: 10 B: 813
06-17 18:11:43 INFO E: 10 B: 814
06-17 18:11:43 INFO E: 10 B: 815
06-17 18:11:44 INFO E: 10 B: 816
06-17 18:11:45 INFO E: 10 B: 817
06-17 18:11:45 INFO E: 10 B: 818
06-17 18:11:46 INFO E: 10 B: 819
06-17 18:11:46 INFO E: 10 B: 820
06-17 18:11:47 INFO E: 10 B: 821
06-17 18:11:48 INFO E: 10 B: 822
06-17 18:11:48 INFO E: 10 B: 823
06-17 18:11:49 INFO E: 10 B: 824
06-17 18:11:49 INFO E: 10 B: 825
06-17 18:11:50 INFO E: 10 B: 826
06-17 18:11:50 INFO E: 10 B: 827
06-17 18:11:51 INFO E: 10 B: 828
06-17 18:11:51 INFO E: 10 B: 829
06-17 18:11:52 INFO E: 10 B: 830
06-17 18:11:53 INFO E: 10 B: 831
06-17 18:11:53 INFO E: 10 B: 832
06-17 18:11:53 INFO E: 10 B: 833
06-17 18:11:54 INFO E: 10 B: 834
06-17 18:11:54 INFO E: 10 B: 835
06-17 18:11:55 INFO E: 10 B: 836
06-17 18:11:55 INFO E: 10 B: 837
06-17 18:11:56 INFO E: 10 B: 838
06-17 18:11:56 INFO E: 10 B: 839
06-17 18:11:57 INFO E: 10 B: 840
06-17 18:11:57 INFO E: 10 B: 841
06-17 18:11:58 INFO E: 10 B: 842
06-17 18:11:58 INFO E: 10 B: 843
06-17 18:11:59 INFO E: 10 B: 844
06-17 18:11:59 INFO E: 10 B: 845
06-17 18:12:00 INFO E: 10 B: 846
06-17 18:12:00 INFO E: 10 B: 847
06-17 18:12:01 INFO E: 10 B: 848
06-17 18:12:01 INFO E: 10 B: 849
06-17 18:12:02 INFO E: 10 B: 850
06-17 18:12:02 INFO E: 10 B: 851
06-17 18:12:03 INFO E: 10 B: 852
06-17 18:12:03 INFO E: 10 B: 853
06-17 18:12:04 INFO E: 10 B: 854
06-17 18:12:04 INFO E: 10 B: 855
06-17 18:12:05 INFO E: 10 B: 856
06-17 18:12:05 INFO E: 10 B: 857
06-17 18:12:06 INFO E: 10 B: 858
06-17 18:12:06 INFO E: 10 B: 859
06-17 18:12:07 INFO E: 10 B: 860
06-17 18:12:07 INFO E: 10 B: 861
06-17 18:12:08 INFO E: 10 B: 862
06-17 18:12:08 INFO E: 10 B: 863
06-17 18:12:09 INFO E: 10 B: 864
06-17 18:12:09 INFO E: 10 B: 865
06-17 18:12:10 INFO E: 10 B: 866
06-17 18:12:10 INFO E: 10 B: 867
06-17 18:12:11 INFO E: 10 B: 868
06-17 18:12:11 INFO E: 10 B: 869
06-17 18:12:12 INFO E: 10 B: 870
06-17 18:12:13 INFO E: 10 B: 871
06-17 18:12:13 INFO E: 10 B: 872
06-17 18:12:14 INFO E: 10 B: 873
06-17 18:12:14 INFO E: 10 B: 874
06-17 18:12:15 INFO E: 10 B: 875
06-17 18:12:16 INFO E: 10 B: 876
06-17 18:12:16 INFO E: 10 B: 877
06-17 18:12:17 INFO E: 10 B: 878
06-17 18:12:17 INFO E: 10 B: 879
06-17 18:12:18 INFO E: 10 B: 880
06-17 18:12:18 INFO E: 10 B: 881
06-17 18:12:19 INFO E: 10 B: 882
06-17 18:12:19 INFO E: 10 B: 883
06-17 18:12:20 INFO E: 10 B: 884
06-17 18:12:20 INFO E: 10 B: 885
06-17 18:12:21 INFO E: 10 B: 886
06-17 18:12:22 INFO E: 10 B: 887
06-17 18:12:22 INFO E: 10 B: 888
06-17 18:12:23 INFO E: 10 B: 889
06-17 18:12:23 INFO E: 10 B: 890
06-17 18:12:24 INFO E: 10 B: 891
06-17 18:12:25 INFO E: 10 B: 892
06-17 18:12:25 INFO E: 10 B: 893
06-17 18:12:26 INFO E: 10 B: 894
06-17 18:12:26 INFO E: 10 B: 895
06-17 18:12:27 INFO E: 10 B: 896
06-17 18:12:27 INFO E: 10 B: 897
06-17 18:12:28 INFO E: 10 B: 898
06-17 18:12:29 INFO E: 10 B: 899
06-17 18:12:29 INFO E: 10 B: 900
06-17 18:12:30 INFO E: 10 B: 901
06-17 18:12:30 INFO E: 10 B: 902
06-17 18:12:31 INFO E: 10 B: 903
06-17 18:12:31 INFO E: 10 B: 904
06-17 18:12:32 INFO E: 10 B: 905
06-17 18:12:33 INFO E: 10 B: 906
06-17 18:12:33 INFO E: 10 B: 907
06-17 18:12:34 INFO E: 10 B: 908
06-17 18:12:35 INFO E: 10 B: 909
06-17 18:12:35 INFO E: 10 B: 910
06-17 18:12:36 INFO E: 10 B: 911
06-17 18:12:36 INFO E: 10 B: 912
06-17 18:12:37 INFO E: 10 B: 913
06-17 18:12:37 INFO E: 10 B: 914
06-17 18:12:38 INFO E: 10 B: 915
06-17 18:12:38 INFO E: 10 B: 916
06-17 18:12:39 INFO E: 10 B: 917
06-17 18:12:39 INFO E: 10 B: 918
06-17 18:12:40 INFO E: 10 B: 919
06-17 18:12:41 INFO E: 10 B: 920
06-17 18:12:41 INFO E: 10 B: 921
06-17 18:12:42 INFO E: 10 B: 922
06-17 18:12:42 INFO E: 10 B: 923
06-17 18:12:43 INFO E: 10 B: 924
06-17 18:12:43 INFO E: 10 B: 925
06-17 18:12:44 INFO E: 10 B: 926
06-17 18:12:45 INFO E: 10 B: 927
06-17 18:12:45 INFO E: 10 B: 928
06-17 18:12:46 INFO E: 10 B: 929
06-17 18:12:47 INFO E: 10 B: 930
06-17 18:12:48 INFO E: 10 B: 931
06-17 18:12:48 INFO E: 10 B: 932
06-17 18:12:49 INFO E: 10 B: 933
06-17 18:12:49 INFO E: 10 B: 934
06-17 18:12:50 INFO E: 10 B: 935
06-17 18:12:50 INFO E: 10 B: 936
06-17 18:12:51 INFO E: 10 B: 937
06-17 18:12:52 INFO E: 10 B: 938
06-17 18:12:52 INFO E: 10 B: 939
06-17 18:12:53 INFO E: 10 B: 940
06-17 18:12:54 INFO E: 10 B: 941
06-17 18:12:54 INFO E: 10 B: 942
06-17 18:12:55 INFO E: 10 B: 943
06-17 18:12:55 INFO E: 10 B: 944
06-17 18:12:56 INFO E: 10 B: 945
06-17 18:12:57 INFO E: 10 B: 946
06-17 18:12:57 INFO E: 10 B: 947
06-17 18:12:58 INFO E: 10 B: 948
06-17 18:12:59 INFO E: 10 B: 949
06-17 18:12:59 INFO E: 10 B: 950
06-17 18:13:00 INFO E: 10 B: 951
06-17 18:13:00 INFO E: 10 B: 952
06-17 18:13:01 INFO E: 10 B: 953
06-17 18:13:01 INFO E: 10 B: 954
06-17 18:13:02 INFO E: 10 B: 955
06-17 18:13:03 INFO E: 10 B: 956
06-17 18:13:03 INFO E: 10 B: 957
06-17 18:13:04 INFO E: 10 B: 958
06-17 18:13:04 INFO E: 10 B: 959
06-17 18:13:05 INFO E: 10 B: 960
06-17 18:13:06 INFO E: 10 B: 961
06-17 18:13:06 INFO E: 10 B: 962
06-17 18:13:07 INFO E: 10 B: 963
06-17 18:13:07 INFO E: 10 B: 964
06-17 18:13:08 INFO E: 10 B: 965
06-17 18:13:08 INFO E: 10 B: 966
06-17 18:13:09 INFO E: 10 B: 967
06-17 18:13:10 INFO E: 10 B: 968
06-17 18:13:10 INFO E: 10 B: 969
06-17 18:13:11 INFO E: 10 B: 970
06-17 18:13:11 INFO E: 10 B: 971
06-17 18:13:12 INFO E: 10 B: 972
06-17 18:13:13 INFO E: 10 B: 973
06-17 18:13:13 INFO E: 10 B: 974
06-17 18:13:14 INFO E: 10 B: 975
06-17 18:13:14 INFO E: 10 B: 976
06-17 18:13:15 INFO E: 10 B: 977
06-17 18:13:15 INFO E: 10 B: 978
06-17 18:13:16 INFO E: 10 B: 979
06-17 18:13:16 INFO E: 10 B: 980
06-17 18:13:17 INFO E: 10 B: 981
06-17 18:13:17 INFO E: 10 B: 982
06-17 18:13:18 INFO E: 10 B: 983
06-17 18:13:19 INFO E: 10 B: 984
06-17 18:13:19 INFO E: 10 B: 985
06-17 18:13:19 INFO E: 10 B: 986
06-17 18:13:20 INFO E: 10 B: 987
06-17 18:13:20 INFO E: 10 B: 988
06-17 18:13:21 INFO E: 10 B: 989
06-17 18:13:21 INFO E: 10 B: 990
06-17 18:13:22 INFO E: 10 B: 991
06-17 18:13:22 INFO E: 10 B: 992
06-17 18:13:23 INFO E: 10 B: 993
06-17 18:13:24 INFO E: 10 B: 994
06-17 18:13:24 INFO E: 10 B: 995
06-17 18:13:24 INFO E: 10 B: 996
06-17 18:13:25 INFO E: 10 B: 997
06-17 18:13:26 INFO E: 10 B: 998
06-17 18:13:26 INFO E: 10 B: 999
06-17 18:13:27 INFO E: 10 B: 1000
06-17 18:13:27 INFO E: 10 B: 1001
06-17 18:13:28 INFO E: 10 B: 1002
06-17 18:13:29 INFO E: 10 B: 1003
06-17 18:13:29 INFO E: 10 B: 1004
06-17 18:13:29 INFO E: 10 B: 1005
06-17 18:13:30 INFO E: 10 B: 1006
06-17 18:13:31 INFO E: 10 B: 1007
06-17 18:13:31 INFO E: 10 B: 1008
06-17 18:13:32 INFO E: 10 B: 1009
06-17 18:13:32 INFO E: 10 B: 1010
06-17 18:13:33 INFO E: 10 B: 1011
06-17 18:13:33 INFO E: 10 B: 1012
06-17 18:13:34 INFO E: 10 B: 1013
06-17 18:13:34 INFO E: 10 B: 1014
06-17 18:13:35 INFO E: 10 B: 1015
06-17 18:13:36 INFO E: 10 B: 1016
06-17 18:13:37 INFO E: 10 B: 1017
06-17 18:13:37 INFO E: 10 B: 1018
06-17 18:13:38 INFO E: 10 B: 1019
06-17 18:13:38 INFO E: 10 B: 1020
06-17 18:13:39 INFO E: 10 B: 1021
06-17 18:13:39 INFO E: 10 B: 1022
06-17 18:13:40 INFO E: 10 B: 1023
06-17 18:13:40 INFO E: 10 B: 1024
06-17 18:13:41 INFO E: 10 B: 1025
06-17 18:13:42 INFO E: 10 B: 1026
06-17 18:13:42 INFO E: 10 B: 1027
06-17 18:13:43 INFO E: 10 B: 1028
06-17 18:13:43 INFO E: 10 B: 1029
06-17 18:13:44 INFO E: 10 B: 1030
06-17 18:13:44 INFO E: 10 B: 1031
06-17 18:13:45 INFO E: 10 B: 1032
06-17 18:13:46 INFO E: 10 B: 1033
06-17 18:13:46 INFO E: 10 B: 1034
06-17 18:13:47 INFO E: 10 B: 1035
06-17 18:13:47 INFO E: 10 B: 1036
06-17 18:13:48 INFO E: 10 B: 1037
06-17 18:13:48 INFO E: 10 B: 1038
06-17 18:13:49 INFO E: 10 B: 1039
06-17 18:13:49 INFO E: 10 B: 1040
06-17 18:13:50 INFO E: 10 B: 1041
06-17 18:13:51 INFO E: 10 B: 1042
06-17 18:13:51 INFO E: 10 B: 1043
06-17 18:13:51 INFO E: 10 B: 1044
06-17 18:13:52 INFO E: 10 B: 1045
06-17 18:13:53 INFO E: 10 B: 1046
06-17 18:13:53 INFO E: 10 B: 1047
06-17 18:13:54 INFO E: 10 B: 1048
06-17 18:13:54 INFO E: 10 B: 1049
06-17 18:13:55 INFO E: 10 B: 1050
06-17 18:13:56 INFO E: 10 B: 1051
06-17 18:13:56 INFO E: 10 B: 1052
06-17 18:13:57 INFO E: 10 B: 1053
06-17 18:13:57 INFO E: 10 B: 1054
06-17 18:13:58 INFO E: 10 B: 1055
06-17 18:13:58 INFO E: 10 B: 1056
06-17 18:13:59 INFO E: 10 B: 1057
06-17 18:14:00 INFO E: 10 B: 1058
06-17 18:14:00 INFO E: 10 B: 1059
06-17 18:14:01 INFO E: 10 B: 1060
06-17 18:14:01 INFO E: 10 B: 1061
06-17 18:14:02 INFO E: 10 B: 1062
06-17 18:14:03 INFO E: 10 B: 1063
06-17 18:14:03 INFO E: 10 B: 1064
06-17 18:14:04 INFO E: 10 B: 1065
06-17 18:14:04 INFO E: 10 B: 1066
06-17 18:14:05 INFO E: 10 B: 1067
06-17 18:14:05 INFO E: 10 B: 1068
06-17 18:14:06 INFO E: 10 B: 1069
06-17 18:14:07 INFO E: 10 B: 1070
06-17 18:14:07 INFO E: 10 B: 1071
06-17 18:14:08 INFO E: 10 B: 1072
06-17 18:14:08 INFO E: 10 B: 1073
06-17 18:14:09 INFO E: 10 B: 1074
06-17 18:14:10 INFO E: 10 B: 1075
06-17 18:14:10 INFO E: 10 B: 1076
06-17 18:14:11 INFO E: 10 B: 1077
06-17 18:14:11 INFO E: 10 B: 1078
06-17 18:14:11 INFO E: 10 B: 1079
06-17 18:14:12 INFO E: 10 B: 1080
06-17 18:14:13 INFO E: 10 B: 1081
06-17 18:14:13 INFO E: 10 B: 1082
06-17 18:14:14 INFO E: 10 B: 1083
06-17 18:14:14 INFO E: 10 B: 1084
06-17 18:14:15 INFO E: 10 B: 1085
06-17 18:14:15 INFO E: 10 B: 1086
06-17 18:14:16 INFO E: 10 B: 1087
06-17 18:14:16 INFO E: 10 B: 1088
06-17 18:14:17 INFO E: 10 B: 1089
06-17 18:14:18 INFO E: 10 B: 1090
06-17 18:14:18 INFO E: 10 B: 1091
06-17 18:14:19 INFO E: 10 B: 1092
06-17 18:14:19 INFO E: 10 B: 1093
06-17 18:14:20 INFO E: 10 B: 1094
06-17 18:14:20 INFO E: 10 B: 1095
06-17 18:14:21 INFO E: 10 B: 1096
06-17 18:14:22 INFO E: 10 B: 1097
06-17 18:14:22 INFO E: 10 B: 1098
06-17 18:14:23 INFO E: 10 B: 1099
06-17 18:14:23 INFO E: 10 B: 1100
06-17 18:14:24 INFO E: 10 B: 1101
06-17 18:14:25 INFO E: 10 B: 1102
06-17 18:14:25 INFO E: 10 B: 1103
06-17 18:14:26 INFO E: 10 B: 1104
06-17 18:14:26 INFO E: 10 B: 1105
06-17 18:14:27 INFO E: 10 B: 1106
06-17 18:14:28 INFO E: 10 B: 1107
06-17 18:14:28 INFO E: 10 B: 1108
06-17 18:14:29 INFO E: 10 B: 1109
06-17 18:14:29 INFO E: 10 B: 1110
06-17 18:14:30 INFO E: 10 B: 1111
06-17 18:14:30 INFO E: 10 B: 1112
06-17 18:14:31 INFO E: 10 B: 1113
06-17 18:14:31 INFO E: 10 B: 1114
06-17 18:14:32 INFO E: 10 B: 1115
06-17 18:14:33 INFO E: 10 B: 1116
06-17 18:14:33 INFO E: 10 B: 1117
06-17 18:14:34 INFO E: 10 B: 1118
06-17 18:14:34 INFO E: 10 B: 1119
06-17 18:14:35 INFO E: 10 B: 1120
06-17 18:14:35 INFO E: 10 B: 1121
06-17 18:14:36 INFO E: 10 B: 1122
06-17 18:14:36 INFO E: 10 B: 1123
06-17 18:14:37 INFO E: 10 B: 1124
06-17 18:14:38 INFO E: 10 B: 1125
06-17 18:14:38 INFO E: 10 B: 1126
06-17 18:14:38 INFO E: 10 B: 1127
06-17 18:14:39 INFO E: 10 B: 1128
06-17 18:14:39 INFO E: 10 B: 1129
06-17 18:14:40 INFO E: 10 B: 1130
06-17 18:14:41 INFO E: 10 B: 1131
06-17 18:14:41 INFO E: 10 B: 1132
06-17 18:14:42 INFO E: 10 B: 1133
06-17 18:14:42 INFO E: 10 B: 1134
06-17 18:14:43 INFO E: 10 B: 1135
06-17 18:14:44 INFO E: 10 B: 1136
06-17 18:14:44 INFO E: 10 B: 1137
06-17 18:14:45 INFO E: 10 B: 1138
06-17 18:14:45 INFO E: 10 B: 1139
06-17 18:14:46 INFO E: 10 B: 1140
06-17 18:14:46 INFO E: 10 B: 1141
06-17 18:14:47 INFO E: 10 B: 1142
06-17 18:14:47 INFO E: 10 B: 1143
06-17 18:14:48 INFO E: 10 B: 1144
06-17 18:14:49 INFO E: 10 B: 1145
06-17 18:14:49 INFO E: 10 B: 1146
06-17 18:14:50 INFO E: 10 B: 1147
06-17 18:14:50 INFO E: 10 B: 1148
06-17 18:14:51 INFO E: 10 B: 1149
06-17 18:14:51 INFO E: 10 B: 1150
06-17 18:14:52 INFO E: 10 B: 1151
06-17 18:14:52 INFO E: 10 B: 1152
06-17 18:14:53 INFO E: 10 B: 1153
06-17 18:14:54 INFO E: 10 B: 1154
06-17 18:14:54 INFO E: 10 B: 1155
06-17 18:14:55 INFO E: 10 B: 1156
06-17 18:14:56 INFO E: 10 B: 1157
06-17 18:14:56 INFO E: 10 B: 1158
06-17 18:14:57 INFO E: 10 B: 1159
06-17 18:14:57 INFO E: 10 B: 1160
06-17 18:14:58 INFO E: 10 B: 1161
06-17 18:14:58 INFO E: 10 B: 1162
06-17 18:14:59 INFO E: 10 B: 1163
06-17 18:14:59 INFO E: 10 B: 1164
06-17 18:15:00 INFO E: 10 B: 1165
06-17 18:15:01 INFO E: 10 B: 1166
06-17 18:15:01 INFO E: 10 B: 1167
06-17 18:15:02 INFO E: 10 B: 1168
06-17 18:15:03 INFO E: 10 B: 1169
06-17 18:15:03 INFO E: 10 B: 1170
06-17 18:15:04 INFO E: 10 B: 1171
06-17 18:15:04 INFO E: 10 B: 1172
06-17 18:15:04 INFO E: 10 B: 1173
06-17 18:15:05 INFO E: 10 B: 1174
06-17 18:15:06 INFO E: 10 B: 1175
06-17 18:15:06 INFO E: 10 B: 1176
06-17 18:15:07 INFO E: 10 B: 1177
06-17 18:15:07 INFO E: 10 B: 1178
06-17 18:15:08 INFO E: 10 B: 1179
06-17 18:15:09 INFO E: 10 B: 1180
06-17 18:15:09 INFO E: 10 B: 1181
06-17 18:15:10 INFO E: 10 B: 1182
06-17 18:15:10 INFO E: 10 B: 1183
06-17 18:15:11 INFO E: 10 B: 1184
06-17 18:15:12 INFO E: 10 B: 1185
06-17 18:15:12 INFO E: 10 B: 1186
06-17 18:15:13 INFO E: 10 B: 1187
06-17 18:15:13 INFO E: 10 B: 1188
06-17 18:15:14 INFO E: 10 B: 1189
06-17 18:15:14 INFO E: 10 B: 1190
06-17 18:15:15 INFO E: 10 B: 1191
06-17 18:15:16 INFO E: 10 B: 1192
06-17 18:15:16 INFO E: 10 B: 1193
06-17 18:15:17 INFO E: 10 B: 1194
06-17 18:15:17 INFO E: 10 B: 1195
06-17 18:15:18 INFO E: 10 B: 1196
06-17 18:15:18 INFO E: 10 B: 1197
06-17 18:15:19 INFO E: 10 B: 1198
06-17 18:15:19 INFO E: 10 B: 1199
06-17 18:15:20 INFO E: 10 B: 1200
06-17 18:15:20 INFO E: 10 B: 1201
06-17 18:15:21 INFO E: 10 B: 1202
06-17 18:15:22 INFO E: 10 B: 1203
06-17 18:19:10 INFO Epoch: 10, Training Loss: 0.9078, Validation Loss: 0.8904, lr: 0.0000010000
06-17 18:19:11 INFO E: 11 B: 0
06-17 18:19:12 INFO E: 11 B: 1
06-17 18:19:12 INFO E: 11 B: 2
06-17 18:19:13 INFO E: 11 B: 3
06-17 18:19:13 INFO E: 11 B: 4
06-17 18:19:14 INFO E: 11 B: 5
06-17 18:19:15 INFO E: 11 B: 6
06-17 18:19:15 INFO E: 11 B: 7
06-17 18:19:16 INFO E: 11 B: 8
06-17 18:19:16 INFO E: 11 B: 9
06-17 18:19:17 INFO E: 11 B: 10
06-17 18:19:18 INFO E: 11 B: 11
06-17 18:19:18 INFO E: 11 B: 12
06-17 18:19:19 INFO E: 11 B: 13
06-17 18:19:19 INFO E: 11 B: 14
06-17 18:19:20 INFO E: 11 B: 15
06-17 18:19:20 INFO E: 11 B: 16
06-17 18:19:21 INFO E: 11 B: 17
06-17 18:19:22 INFO E: 11 B: 18
06-17 18:19:22 INFO E: 11 B: 19
06-17 18:19:23 INFO E: 11 B: 20
06-17 18:19:24 INFO E: 11 B: 21
06-17 18:19:24 INFO E: 11 B: 22
06-17 18:19:25 INFO E: 11 B: 23
06-17 18:19:26 INFO E: 11 B: 24
06-17 18:19:26 INFO E: 11 B: 25
06-17 18:19:27 INFO E: 11 B: 26
06-17 18:19:27 INFO E: 11 B: 27
06-17 18:19:28 INFO E: 11 B: 28
06-17 18:19:29 INFO E: 11 B: 29
06-17 18:19:29 INFO E: 11 B: 30
06-17 18:19:30 INFO E: 11 B: 31
06-17 18:19:31 INFO E: 11 B: 32
06-17 18:19:31 INFO E: 11 B: 33
06-17 18:19:32 INFO E: 11 B: 34
06-17 18:19:32 INFO E: 11 B: 35
06-17 18:19:33 INFO E: 11 B: 36
06-17 18:19:33 INFO E: 11 B: 37
06-17 18:19:34 INFO E: 11 B: 38
06-17 18:19:35 INFO E: 11 B: 39
06-17 18:19:35 INFO E: 11 B: 40
06-17 18:19:36 INFO E: 11 B: 41
06-17 18:19:36 INFO E: 11 B: 42
06-17 18:19:37 INFO E: 11 B: 43
06-17 18:19:38 INFO E: 11 B: 44
06-17 18:19:38 INFO E: 11 B: 45
06-17 18:19:39 INFO E: 11 B: 46
06-17 18:19:39 INFO E: 11 B: 47
06-17 18:19:40 INFO E: 11 B: 48
06-17 18:19:40 INFO E: 11 B: 49
06-17 18:19:41 INFO E: 11 B: 50
06-17 18:19:42 INFO E: 11 B: 51
06-17 18:19:42 INFO E: 11 B: 52
06-17 18:19:43 INFO E: 11 B: 53
06-17 18:19:43 INFO E: 11 B: 54
06-17 18:19:44 INFO E: 11 B: 55
06-17 18:19:45 INFO E: 11 B: 56
06-17 18:19:45 INFO E: 11 B: 57
06-17 18:19:45 INFO E: 11 B: 58
06-17 18:19:46 INFO E: 11 B: 59
06-17 18:19:47 INFO E: 11 B: 60
06-17 18:19:47 INFO E: 11 B: 61
06-17 18:19:48 INFO E: 11 B: 62
06-17 18:19:48 INFO E: 11 B: 63
06-17 18:19:49 INFO E: 11 B: 64
06-17 18:19:49 INFO E: 11 B: 65
06-17 18:19:50 INFO E: 11 B: 66
06-17 18:19:51 INFO E: 11 B: 67
06-17 18:19:51 INFO E: 11 B: 68
06-17 18:19:52 INFO E: 11 B: 69
06-17 18:19:53 INFO E: 11 B: 70
06-17 18:19:53 INFO E: 11 B: 71
06-17 18:19:54 INFO E: 11 B: 72
06-17 18:19:54 INFO E: 11 B: 73
06-17 18:19:55 INFO E: 11 B: 74
06-17 18:19:55 INFO E: 11 B: 75
06-17 18:19:56 INFO E: 11 B: 76
06-17 18:19:56 INFO E: 11 B: 77
06-17 18:19:57 INFO E: 11 B: 78
06-17 18:19:58 INFO E: 11 B: 79
06-17 18:19:58 INFO E: 11 B: 80
06-17 18:19:59 INFO E: 11 B: 81
06-17 18:20:00 INFO E: 11 B: 82
06-17 18:20:00 INFO E: 11 B: 83
06-17 18:20:01 INFO E: 11 B: 84
06-17 18:20:01 INFO E: 11 B: 85
06-17 18:20:02 INFO E: 11 B: 86
06-17 18:20:02 INFO E: 11 B: 87
06-17 18:20:03 INFO E: 11 B: 88
06-17 18:20:03 INFO E: 11 B: 89
06-17 18:20:04 INFO E: 11 B: 90
06-17 18:20:04 INFO E: 11 B: 91
06-17 18:20:05 INFO E: 11 B: 92
06-17 18:20:05 INFO E: 11 B: 93
06-17 18:20:06 INFO E: 11 B: 94
06-17 18:20:06 INFO E: 11 B: 95
06-17 18:20:07 INFO E: 11 B: 96
06-17 18:20:08 INFO E: 11 B: 97
06-17 18:20:08 INFO E: 11 B: 98
06-17 18:20:09 INFO E: 11 B: 99
06-17 18:20:09 INFO E: 11 B: 100
06-17 18:20:10 INFO E: 11 B: 101
06-17 18:20:10 INFO E: 11 B: 102
06-17 18:20:11 INFO E: 11 B: 103
06-17 18:20:12 INFO E: 11 B: 104
06-17 18:20:12 INFO E: 11 B: 105
06-17 18:20:13 INFO E: 11 B: 106
06-17 18:20:13 INFO E: 11 B: 107
06-17 18:20:14 INFO E: 11 B: 108
06-17 18:20:14 INFO E: 11 B: 109
06-17 18:20:15 INFO E: 11 B: 110
06-17 18:20:16 INFO E: 11 B: 111
06-17 18:20:16 INFO E: 11 B: 112
06-17 18:20:17 INFO E: 11 B: 113
06-17 18:20:18 INFO E: 11 B: 114
06-17 18:20:18 INFO E: 11 B: 115
06-17 18:20:19 INFO E: 11 B: 116
06-17 18:20:19 INFO E: 11 B: 117
06-17 18:20:20 INFO E: 11 B: 118
06-17 18:20:21 INFO E: 11 B: 119
06-17 18:20:21 INFO E: 11 B: 120
06-17 18:20:22 INFO E: 11 B: 121
06-17 18:20:22 INFO E: 11 B: 122
06-17 18:20:23 INFO E: 11 B: 123
06-17 18:20:23 INFO E: 11 B: 124
06-17 18:20:24 INFO E: 11 B: 125
06-17 18:20:24 INFO E: 11 B: 126
06-17 18:20:25 INFO E: 11 B: 127
06-17 18:20:26 INFO E: 11 B: 128
06-17 18:20:26 INFO E: 11 B: 129
06-17 18:20:27 INFO E: 11 B: 130
06-17 18:20:27 INFO E: 11 B: 131
06-17 18:20:28 INFO E: 11 B: 132
06-17 18:20:28 INFO E: 11 B: 133
06-17 18:20:29 INFO E: 11 B: 134
06-17 18:20:30 INFO E: 11 B: 135
06-17 18:20:30 INFO E: 11 B: 136
06-17 18:20:30 INFO E: 11 B: 137
06-17 18:20:31 INFO E: 11 B: 138
06-17 18:20:32 INFO E: 11 B: 139
06-17 18:20:32 INFO E: 11 B: 140
06-17 18:20:33 INFO E: 11 B: 141
06-17 18:20:33 INFO E: 11 B: 142
06-17 18:20:34 INFO E: 11 B: 143
06-17 18:20:34 INFO E: 11 B: 144
06-17 18:20:35 INFO E: 11 B: 145
06-17 18:20:36 INFO E: 11 B: 146
06-17 18:20:36 INFO E: 11 B: 147
06-17 18:20:37 INFO E: 11 B: 148
06-17 18:20:37 INFO E: 11 B: 149
06-17 18:20:38 INFO E: 11 B: 150
06-17 18:20:38 INFO E: 11 B: 151
06-17 18:20:39 INFO E: 11 B: 152
06-17 18:20:40 INFO E: 11 B: 153
06-17 18:20:40 INFO E: 11 B: 154
06-17 18:20:41 INFO E: 11 B: 155
06-17 18:20:42 INFO E: 11 B: 156
06-17 18:20:42 INFO E: 11 B: 157
06-17 18:20:43 INFO E: 11 B: 158
06-17 18:20:44 INFO E: 11 B: 159
06-17 18:20:44 INFO E: 11 B: 160
06-17 18:20:45 INFO E: 11 B: 161
06-17 18:20:45 INFO E: 11 B: 162
06-17 18:20:46 INFO E: 11 B: 163
06-17 18:20:46 INFO E: 11 B: 164
06-17 18:20:47 INFO E: 11 B: 165
06-17 18:20:48 INFO E: 11 B: 166
06-17 18:20:48 INFO E: 11 B: 167
06-17 18:20:49 INFO E: 11 B: 168
06-17 18:20:49 INFO E: 11 B: 169
06-17 18:20:50 INFO E: 11 B: 170
06-17 18:20:51 INFO E: 11 B: 171
06-17 18:20:51 INFO E: 11 B: 172
06-17 18:20:51 INFO E: 11 B: 173
06-17 18:20:52 INFO E: 11 B: 174
06-17 18:20:53 INFO E: 11 B: 175
06-17 18:20:53 INFO E: 11 B: 176
06-17 18:20:54 INFO E: 11 B: 177
06-17 18:20:55 INFO E: 11 B: 178
06-17 18:20:55 INFO E: 11 B: 179
06-17 18:20:56 INFO E: 11 B: 180
06-17 18:20:56 INFO E: 11 B: 181
06-17 18:20:57 INFO E: 11 B: 182
06-17 18:20:57 INFO E: 11 B: 183
06-17 18:20:58 INFO E: 11 B: 184
06-17 18:20:58 INFO E: 11 B: 185
06-17 18:20:59 INFO E: 11 B: 186
06-17 18:20:59 INFO E: 11 B: 187
